duplicates,sort,signataires,concurrents,legislature,signataire_special,nb_signataires,id,expose_ln,majorite,text_ln,groupes
1,Non soutenu,"Mme Fiat,  Mme Autain, M. Bernalicis, M. Coquerel, M. Corbière, M. Lachaud, M. Larive, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Quatennens, M. Ratenon, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",80,15,,17,7714,668,False,771,LFI
1,Non soutenu,"M. Pancher,  Mme Firmin Le Bodo, M. Charles de Courson, M. Meyer Habib, M. Warsmann, M. Demilly, M. Leroy, Mme Auconie, M. Becht, M. Zumkeller, M. Polutele, M. Morel-À-L'Huissier, M. Benoit",42,15,,13,7716,220,False,448,LC
1,Retiré,"M. Chassaigne,  M. Peu, Mme Bello, M. Brotherson, M. Bruneel, Mme Buffet, M. Dharréville, M. Dufrègne, Mme Faucillon, M. Jumel, Mme Kéclard-Mondésir, M. Lecoq, M. Nilor, M. Fabien Roussel, M. Serville, M. Wulfranc",76,15,president_groupe,16,34055,309,False,450,GDR
1,Retiré,Mme Tiegna,51,15,,1,34749,541,True,512,LREM
3,Non soutenu,"M. Saulignac,  Mme Bareigts, M. Alain David, M. Hutin, M. Le Foll, M. Potier, M. Dussopt, M. Bouillon, Mme Untermaier, Mme Pires Beaune, M. Garot",6,15,,11,7729,709,False,29,NG
1,Non soutenu,M. Jégo,182,15,,1,7730,2229,False,95,LC
1,Non soutenu,"M. Falorni,  Mme Dubié, Mme Pinel",16,15,,3,7735,313,False,466,NI
1,Retiré,M. Hetzel,53,15,,1,7739,991,False,1013,LR
1,Retiré avant séance,"Mme Jacquier-Laforge,  M. Balanant, M. Bru, Mme Florennes, M. Latombe, Mme Vichnievsky, les membres du groupe du Mouvement Démocrate apparentés",7,15,,6,1290,234,True,153,MODEM
1,Non soutenu,M. Jégo,182,15,,1,7745,2203,False,102,LC
2,Non soutenu,M. Abad,16,15,,1,7751,2025,False,266,LR
1,Non soutenu,M. Le Fur,16,15,,1,7762,2566,False,245,LR
1,Adopté,"M. Thiébaut,  M. Giraud, M. Djebbari, Mme de Montchalin, Mme Oppelt, Mme Saint-Paul, M. Barbier, M. Berville, M. Bonnell, M. Bouyx, M. Cabaré, Mme Cazebonne, Mme Chapelier, Mme Clapot, M. Descrozaille, M. Di Pompeo, M. Dirx, Mme Genetet, M. Girardin, Mme Givernet, M. Julien-Laferriere, M. Kokouendo, Mme Krimi, Mme Lakrafi, Mme Le Peih, Mme Leguille-Balloy, Mme Lenne, M. Maire, Mme Jacqueline Maquet, M. Masséglia, M. Mbaye, M. Mendes, Mme Michel, M. Nadot, Mme O, M. Portarrieu, Mme Rauch, M. Renson, M. Son-Forget, Mme Sylla, M. Tan, Mme Tanguy, Mme Thomas, Mme Abba, M. Arend, Mme Pascale Boyer, Mme Brulebois, M. Buchou, M. Causse, M. Cesarini, M. Colas-Roy, Mme Couillard, Mme Yolaine de Courson, Mme De Temmerman, M. Dombreval, M. Fugit, M. Haury, Mme Josso, Mme Kerbarh, M. Krabal, M. François-Michel Lambert, Mme Le Feur, M. Leclabart, Mme Maillart-Méhaignerie, Mme Marsaud, Mme Meynier-Millefert, M. Morenas, Mme Muller-Quoy, M. Orphelin, Mme Panonacle, Mme Park, M. Perea, M. Perrot, M. Pichereau, Mme Pompili, Mme Riotton, Mme Rossi, Mme Sarles, Mme Tuffnell, Mme Vanceunebrock-Mialon, M. Zulesi, M. Damien Adam, M. Anato, Mme Beaudouin-Hubiere, M. Besson-Moreau, Mme Bessot Ballot, Mme Blanc, M. Blein, M. Bothorel, M. Cazenove, M. Cellier, Mme Crouzet, M. Daniel, Mme de Lavergne, M. Delpon, Mme Do, Mme Dubos, M. Démoulin, Mme Errante, Mme Faure-Muntian, Mme Fontenel-Personne, Mme Hammerer, Mme Hennion, M. Huppé, M. Kasbarian, Mme Le Meur, Mme Lebec, Mme Limon, M. Lioger, M. Martin, Mme Melchior, M. Moreau, M. Nogal, Mme Petel, M. Potterie, M. Sempastous, M. Sommer, Mme Tiegna, M. Ahamada, M. Alauzet, Mme Cariou, Mme Cattelot, M. Cazeneuve, M. Chassaing, M. Damaisin, Mme Dominique David, Mme Dupont, M. Gaillard, Mme Goulet, M. Grau, Mme Gregoire, M. Guerini, Mme Hai, M. Holroyd, M. Jerretie, M. Jolivet, Mme Kuric, M. Labaronne, M. Lauzzana, M. Le Gendre, M. Le Vigoureux, Mme Magne, Mme Motin, Mme Muschotti, Mme Osson, M. Paluszkiewicz, M. Pellois, M. Person, Mme Peyrol, M. Roseren, M. Saint-Martin, M. Savatier, M. Serva, M. Simian, Mme Verdier-Jouclas, M. Ferrand, les membres du groupe La République en Marche",6,15,,157,7764,1600,True,444,LREM
1,Adopté,le Gouvernement,53,15,gouvernement,1,7770,1809,True,5318,gouvernement
1,Retiré,"M. Fabien Roussel,  M. Azerot, Mme Bello, M. Brotherson, M. Bruneel, Mme Buffet, M. Chassaigne, M. Dharréville, M. Dufrègne, Mme Faucillon, M. Jumel, M. Lecoq, M. Nilor, M. Peu, M. Serville, M. Wulfranc",16,15,,16,7777,1240,False,272,GDR
1,Non soutenu,"Mme Fiat,  Mme Autain, M. Bernalicis, M. Coquerel, M. Corbière, M. Lachaud, M. Larive, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Quatennens, M. Ratenon, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",80,15,,17,7778,231,False,783,LFI
1,Non soutenu,"M. Ratenon,  Mme Autain, M. Bernalicis, M. Coquerel, M. Corbière, Mme Fiat, M. Lachaud, M. Larive, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Quatennens, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",80,15,,17,7779,975,False,644,LFI
1,Non soutenu,"M. Pancher,  Mme Firmin Le Bodo, M. Charles de Courson, M. Warsmann, M. Demilly, M. Leroy, Mme Auconie, M. Becht, M. Zumkeller, M. Polutele, M. Morel-À-L'Huissier, M. Benoit",42,15,,12,7780,162,False,2155,LC
1,Adopté,Mme Elimas,4,15,,1,33440,32,True,57,MODEM
1,Irrecevable,Mme Ménard,1,15,,1,7787,,False,74,NI
66,Irrecevable,"M. Orphelin,  M. Arend, Mme Brulebois, M. Buchou, M. Causse, M. Cesarini, M. Dombreval, M. Haury, M. Krabal, Mme Maillart-Méhaignerie, M. Morenas, Mme Muller-Quoy, Mme Panonacle, Mme Park, M. Perrot, Mme Pompili, Mme Rossi, Mme Sarles, M. Thiébaut, Mme Tuffnell, M. Zulesi",69,15,,21,7790,,True,74,LREM
2,Irrecevable,Mme Lorho,2,15,,1,7791,,False,74,NI
5,Irrecevable,"M. Fabien Roussel,  M. Azerot, Mme Bello, M. Brotherson, M. Bruneel, Mme Buffet, M. Chassaigne, M. Dharréville, M. Dufrègne, Mme Faucillon, M. Jumel, M. Lecoq, M. Nilor, M. Peu, M. Serville, M. Wulfranc",16,15,,16,7792,,False,74,GDR
1,Non soutenu,"M. Descoeur,  M. Pradié, M. Sermier, Mme Louwagie, Mme Meunier, M. Straumann, M. Emmanuel Maquet, M. Leclerc, M. Masson, M. Saddier, M. Bony, M. Abad",20,15,,12,33317,1995,False,386,LR
17,Irrecevable,Mme Lacroute,42,15,,1,7798,,False,74,LR
2,Irrecevable,"Mme Brenier,  Mme Firmin Le Bodo, Mme Sanquer",19,15,,3,5071,,False,74,LC
3,Retiré,"M. Guy Bricout,  M. Pancher, M. Lagarde, Mme Sanquer, M. Vercamer, M. Benoit, M. Bournazel, M. Morel-À-L'Huissier, M. Polutele, M. Herth, M. Demilly, M. Christophe, Mme Auconie, M. Ledoux, M. Leroy",57,15,,15,7831,590,False,318,LC
1,Rectifié,"M. Corbière,  Mme Autain, M. Bernalicis, M. Coquerel, Mme Fiat, M. Lachaud, M. Larive, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Quatennens, M. Ratenon, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",7,15,,17,36268,1054,False,738,LFI
1,Adopté,"Mme Magnier,  Mme Auconie, M. Becht, M. Benoit, M. Bournazel, M. Guy Bricout, M. Christophe, Mme de La Raudière, M. Demilly, Mme Descamps, M. Favennec Becot, Mme Firmin Le Bodo, M. Meyer Habib, M. Herth, M. Lagarde, M. Ledoux, M. Leroy, M. Naegelen, M. Riester, Mme Sanquer, M. Vercamer, M. Warsmann, M. Charles de Courson",57,15,,32,7841,1597,False,314,LC
2,Adopté,le Gouvernement,182,15,gouvernement,1,7849,2692,True,109,gouvernement
1,Tombe,"M. Lagarde,  Mme Auconie, M. Becht, M. Benoit, M. Bournazel, M. Guy Bricout, M. Christophe, Mme de La Raudière, M. Demilly, Mme Descamps, M. Dunoyer, M. Favennec Becot, M. Gomès, M. Meyer Habib, M. Herth, M. Ledoux, M. Leroy, Mme Magnier, M. Morel-À-L'Huissier, M. Pancher, M. Riester, M. Solère, M. Vercamer, M. Philippe Vigier",65,15,,24,7853,159,False,335,LC
1,Adopté,M. Guerini,1,15,,1,37805,224,True,29,LREM
1,Tombe,"M. Masson,  M. Abad, Mme Anthoine, Mme Bazin-Malgras, M. Cinieri, M. Cordier, M. Dive, Mme Duby-Muller, M. Hetzel, Mme Kuster, M. Marlin, M. Quentin, Mme Trastour-Isnart, M. Verchère, M. Viala, M. Vialay, M. Grelier",65,15,,17,7859,1398,False,39,LR
1,Non soutenu,M. Perrut,76,15,,1,34078,954,False,382,LR
1,Retiré avant séance,Mme Racon-Bouzon,8,15,,1,36269,679,True,587,LREM
1,Tombe,"M. Lagarde, M. Guy Bricout",65,15,,2,7866,242,False,88,LC
1,Tombe,"M. Le Fur,  Mme Anthoine, M. Aubert, M. Bazin, Mme Valérie Boyer, M. Breton, M. Cinieri, M. Cordier, Mme Corneloup, Mme Dalloz, M. Descoeur, Mme Duby-Muller, M. Pierre-Henri Dumont, M. Di Filippo, M. Furst, M. Hetzel, M. de la Verpillière, Mme Louwagie, M. Masson, M. Quentin, M. Sermier, M. Straumann, M. Vialay, M. Jean-Pierre Vigier",90,15,,24,14300,251,False,620,LR
44,Irrecevable,"M. Waserman,  M. Fuchs, M. Hammouche, M. Studer, Mme Wonner, M. Thiébaut, M. Michels, M. Becht",78,15,,8,7874,,False,74,"LC,LREM,MODEM"
1,Tombe,"M. Lagarde,  Mme Auconie, M. Becht, M. Benoit, M. Bournazel, M. Guy Bricout, M. Christophe, Mme de La Raudière, M. Demilly, Mme Descamps, M. Dunoyer, M. Favennec Becot, M. Gomès, M. Meyer Habib, M. Herth, M. Ledoux, M. Leroy, Mme Magnier, M. Morel-À-L'Huissier, M. Pancher, M. Riester, M. Solère, M. Vercamer, M. Philippe Vigier",65,15,,24,7875,301,False,615,LC
1,Non soutenu,M. Le Fur,65,15,,1,7877,3137,False,2008,LR
1,Adopté,"M. Ciotti,  Mme Valérie Boyer, Mme Ramassamy, Mme Anthoine, M. Abad, Mme Valentin, M. Dassault, M. Jean-Pierre Vigier, M. Pierre-Henri Dumont, Mme Trastour-Isnart, M. Hetzel, M. Lorion, M. Leclerc, M. de Ganay, Mme Duby-Muller, M. Gosselin, Mme Bassire, Mme Louwagie, Mme Levy, Mme Tabarot, Mme Le Grip, M. Boucard, M. Vialay, M. Grelier, M. Bazin, Mme Bazin-Malgras, M. Brochand, M. Brun, M. Larrivé, Mme Bonnivard, M. Emmanuel Maquet, M. Cinieri, M. de la Verpillière, M. Masson, Mme Poletti, M. Cordier, M. Dive, M. Diard, M. Ramadier, M. Verchère, M. Pauget",58,15,,41,7879,1152,False,423,LR
1,Non soutenu,Mme Lorho,65,15,,1,7880,255,False,208,NI
1,Tombe,"Mme Magnier,  M. Charles de Courson, M. Christophe, M. Becht, M. Demilly, Mme Firmin Le Bodo, M. Naegelen, M. Vercamer, Mme Descamps, M. Meyer Habib, M. Ledoux, Mme Auconie, M. Philippe Vigier, M. Leroy, M. Pancher, M. Morel-À-L'Huissier, M. Benoit, M. Guy Bricout",65,15,,18,7886,748,False,245,LC
1,Tombe,"M. Lagarde, M. Guy Bricout",65,15,,2,7888,244,False,89,LC
3,Irrecevable,"M. Taché,  M. Lioger, Mme Jacqueline Maquet, Mme Rossi",65,15,,4,7894,,True,74,LREM
1,Non soutenu,M. Letchimy,65,15,,1,7895,2169,False,181,NG
1,Tombe,"M. Lagarde, M. Guy Bricout",65,15,,2,7898,162,False,125,LC
2,Tombe,M. Le Fur,65,15,,1,7908,334,False,169,LR
1,Tombe,"M. Lagarde, M. Guy Bricout",65,15,,2,7909,248,False,88,LC
1,Adopté,"M. Jolivet, M. Guy Bricout, M. Pancher, M. Lagarde, Mme Sanquer, M. Vercamer, M. Benoit, M. Zumkeller",39,15,,8,7910,348,False,309,"LC,LREM"
17,Irrecevable,"M. Bernalicis,  Mme Autain, M. Coquerel, M. Corbière, Mme Fiat, M. Lachaud, M. Larive, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Quatennens, M. Ratenon, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",29,15,,17,7912,,False,74,LFI
1,Adopté,"Mme Dubos,  Mme de Montchalin, Mme Oppelt, M. Ahamada, M. Alauzet, Mme Cariou, Mme Cattelot, M. Cazeneuve, M. Chassaing, M. Damaisin, Mme Dominique David, Mme Dupont, M. Gaillard, Mme Goulet, M. Grau, Mme Gregoire, M. Guerini, Mme Hai, M. Holroyd, M. Jerretie, Mme Kuric, M. Labaronne, M. Lauzzana, M. Le Gendre, M. Le Vigoureux, Mme Magne, Mme Motin, Mme Osson, M. Paluszkiewicz, M. Pellois, M. Person, Mme Peyrol, M. Roseren, M. Saint-Martin, M. Savatier, M. Serva, M. Simian, Mme Verdier-Jouclas, M. Damien Adam, M. Anato, Mme Beaudouin-Hubiere, M. Besson-Moreau, Mme Bessot Ballot, Mme Blanc, M. Bothorel, M. Blein, M. Cazenove, M. Cellier, Mme Crouzet, M. Daniel, Mme de Lavergne, M. Delpon, M. Démoulin, Mme Errante, Mme Faure-Muntian, Mme Fontenel-Personne, Mme Hammerer, Mme Hennion, M. Huppé, M. Kasbarian, Mme Le Meur, Mme Lebec, M. Lescure, Mme Limon, M. Lioger, M. Martin, Mme Melchior, M. Moreau, M. Nogal, Mme Petel, M. Potterie, M. Sempastous, M. Sommer, Mme Tiegna, M. Ferrand, les membres du groupe La République en Marche",39,15,,75,7916,1603,True,1522,LREM
1,Tombe,"M. Lagarde, M. Guy Bricout",65,15,,2,7917,240,False,89,LC
1,Non soutenu,M. Letchimy,65,15,,1,7919,1525,False,470,NG
15,Irrecevable,M. Abad,58,15,,1,7920,,False,74,LR
1,Tombe,"M. Lagarde, M. Guy Bricout",65,15,,2,7922,170,False,124,LC
1,Adopté,le Gouvernement,4,15,gouvernement,1,7923,890,True,192,gouvernement
1,Tombe,"M. Lagarde, M. Guy Bricout",65,15,,2,7927,164,False,124,LC
1,Tombe,"M. Lagarde, M. Guy Bricout",65,15,,2,7933,194,False,148,LC
1,Non soutenu,"M. Coquerel,  Mme Taurine, Mme Autain, M. Bernalicis, M. Corbière, Mme Fiat, M. Lachaud, M. Larive, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Quatennens, M. Ratenon, Mme Ressiguier, Mme Rubin, M. Ruffin",5,15,,17,6163,372,False,391,LFI
1,Adopté,"Mme Gaillot,  M. Chalumeau, Mme Michel, M. Perrot, M. Sorre",211,15,,5,34092,678,True,844,LREM
1,Tombe,M. Letchimy,65,15,,1,7949,1692,False,358,NG
1,Retiré,"M. Lagarde,  Mme Auconie, M. Becht, M. Benoit, M. Bournazel, M. Guy Bricout, M. Christophe, M. Charles de Courson, Mme de La Raudière, M. Demilly, Mme Descamps, M. Dunoyer, M. Favennec Becot, M. Gomès, M. Meyer Habib, M. Herth, M. Ledoux, M. Leroy, Mme Magnier, M. Morel-À-L'Huissier, M. Naegelen, M. Pancher, M. Riester, M. Solère, M. Vercamer, M. Philippe Vigier, M. Zumkeller",65,15,,27,7953,456,False,175,LC
1,Tombe,"M. Lagarde, M. Guy Bricout",65,15,,2,7955,168,False,123,LC
1,Retiré,"M. Guy Bricout,  Mme Auconie, M. Becht, M. Benoit, M. Bournazel, M. Christophe, M. Charles de Courson, Mme de La Raudière, M. Demilly, Mme Descamps, M. Dunoyer, M. Favennec Becot, M. Gomès, M. Meyer Habib, M. Herth, M. Lagarde, M. Ledoux, M. Leroy, Mme Magnier, M. Morel-À-L'Huissier, M. Pancher, M. Riester, M. Solère, M. Vercamer, M. Philippe Vigier, M. Zumkeller",65,15,,26,7961,385,False,148,LC
1,Tombe,"M. Lagarde, M. Guy Bricout",65,15,,2,7963,166,False,125,LC
1,Tombe,"Mme Magnier,  Mme Auconie, M. Becht, M. Benoit, M. Bournazel, M. Guy Bricout, M. Christophe, M. Charles de Courson, Mme de La Raudière, M. Demilly, Mme Descamps, M. Dunoyer, M. Favennec Becot, M. Gomès, M. Meyer Habib, M. Herth, M. Lagarde, M. Ledoux, M. Leroy, M. Morel-À-L'Huissier, M. Naegelen, M. Pancher, M. Riester, M. Solère, M. Vercamer, M. Philippe Vigier",65,15,,26,7968,896,False,1855,LC
1,Tombe,"M. Lagarde, M. Guy Bricout",65,15,,2,7969,244,False,87,LC
1,Retiré,"M. Lagleize,  M. Barrot, M. Bolo, Mme Deprez-Audebert, M. Mathiasin, M. Ramos, M. Turquois, les membres du groupe du Mouvement Démocrate apparentés",65,15,,7,7970,1249,True,1042,MODEM
4,Adopté,"M. Pupponi,  Mme Rabault, Mme Pires Beaune, M. Jean-Louis Bricout, Mme Batho, Mme Battistel, M. Potier, M. Letchimy, M. Bouillon, M. Garot, M. Le Foll, M. Saulignac, M. Aviragnet, Mme Bareigts, Mme Biémouret, M. Carvounas, M. Alain David, Mme Laurence Dumont, M. Dussopt, M. Faure, M. David Habib, M. Hutin, M. Juanico, Mme Karamanli, M. Jérôme Lambert, Mme Manin, Mme Pau-Langevin, M. Pueyo, Mme Untermaier, Mme Vainqueur-Christophe, M. Vallaud",65,15,,31,7976,2845,False,29,NG
1,Adopté,le Gouvernement,57,15,gouvernement,1,7978,784,True,774,gouvernement
6,Non soutenu,"M. Bothorel,  Mme Dufeu Schubert, M. Damien Adam, M. Cazenove, M. Le Gac, Mme Melchior",7,15,,6,7980,3273,True,29,LREM
2,Irrecevable,"M. Dharréville,  Mme Bello, M. Brotherson, M. Bruneel, Mme Buffet, M. Chassaigne, M. Dufrègne, Mme Faucillon, M. Jumel, Mme Kéclard-Mondésir, M. Lecoq, M. Nilor, M. Peu, M. Fabien Roussel, M. Serville, M. Wulfranc",11,15,,16,37364,,False,74,GDR
1,Tombe,"M. Lagarde, M. Guy Bricout",65,15,,2,7983,246,False,87,LC
1,Non soutenu,"M. Sommer,  M. Barbier, Mme Rossi, Mme Brulebois, M. Damaisin, Mme Sarles, Mme Pascale Boyer, M. Bois, M. Martin, Mme Michel",29,15,,10,34099,319,True,144,LREM
1,Tombe,"M. Lagarde,  Mme Auconie, M. Becht, M. Benoit, M. Bournazel, M. Guy Bricout, M. Christophe, Mme de La Raudière, M. Demilly, Mme Descamps, M. Dunoyer, M. Favennec Becot, M. Gomès, M. Meyer Habib, M. Herth, M. Ledoux, M. Leroy, Mme Magnier, M. Morel-À-L'Huissier, M. Pancher, M. Riester, M. Solère, M. Vercamer, M. Philippe Vigier",65,15,,24,7991,214,False,249,LC
1,Retiré,"Mme Rabault,  Mme Batho, Mme Bareigts, Mme Laurence Dumont, Mme Pires Beaune, M. Bouillon, M. Aviragnet, M. Carvounas, M. David Habib, M. Potier, Mme Karamanli, M. Pueyo, M. Letchimy, M. Jean-Louis Bricout, M. Dussopt, Mme Untermaier, M. Hutin, M. Vallaud, Mme Battistel",15,15,,19,1332,385,False,422,NG
1,Adopté,"Mme Cariou, M. Pellois, Mme Magnier, M. Herth, M. Ledoux, M. Leroy, Mme Sanquer, Mme Auconie, M. Benoit, M. Guy Bricout, Mme Firmin Le Bodo, M. Bournazel, Mme Descamps, M. Christophe, M. Demilly",57,15,,15,8000,1595,False,314,"LC,LREM"
1,Non soutenu,"M. Bilde,  M. Aliot, M. Chenu, M. Collard, M. Evrard, Mme Le Pen, M. Pajot",39,15,,7,8009,244,False,271,NI
1,Adopté,"M. Guy Bricout,  M. Pancher, M. Demilly, M. Zumkeller, M. Polutele, M. Morel-À-L'Huissier, M. Leroy, Mme Auconie, Mme Magnier, M. Becht, M. Ledoux, M. Benoit",39,15,,12,8014,348,False,306,LC
2,Irrecevable,"Mme Genevard,  Mme Valentin, M. Hetzel, M. Cinieri, M. Cordier, M. Straumann, Mme Anthoine, M. Abad, M. Bazin, Mme Bazin-Malgras, Mme Meunier, M. Cherpion, Mme Valérie Boyer, Mme Louwagie, M. Perrut, M. Gaultier, Mme Duby-Muller, M. Bouchet, M. Leclerc, M. Ferrara, Mme Dalloz, Mme Bonnivard, M. Bony, M. Breton, M. Lurton, M. Le Fur, Mme Guion-Firmin, M. Grelier, M. Rémi Delatte, M. Dive, M. Herbillon, M. Descoeur, Mme Lacroute, M. Brun, M. Verchère",2,15,,35,8016,,False,74,LR
1,Tombe,"M. Lagarde, M. Guy Bricout",65,15,,2,8017,166,False,124,LC
1,Non soutenu,M. Pierre-Henri Dumont,39,15,,1,8030,1062,False,305,LR
2,Retiré,"M. Peu,  M. Azerot, Mme Bello, M. Brotherson, M. Bruneel, Mme Buffet, M. Chassaigne, M. Dharréville, M. Dufrègne, Mme Faucillon, M. Jumel, M. Lecoq, M. Nilor, M. Fabien Roussel, M. Serville, M. Wulfranc",65,15,,16,8039,3092,False,193,GDR
1,Rectifié,"M. Breton, M. Hetzel",2,15,,2,1340,1206,False,165,LR
1,Tombe,M. Letchimy,65,15,,1,8043,1690,False,258,NG
1,Retiré,Mme Le Meur,39,15,,1,8044,1343,True,915,LREM
1,Retiré avant séance,Mme Do,65,15,,1,8047,595,True,242,LREM
1,Non soutenu,M. Le Fur,65,15,,1,8050,910,False,1311,LR
1,Adopté,le Gouvernement,58,15,gouvernement,1,8052,3270,True,324,gouvernement
1,Retiré,M. Guy Bricout,58,15,,1,8053,636,False,2998,LC
1,Adopté,le Gouvernement,80,15,gouvernement,1,8055,1345,True,189,gouvernement
1,Retiré,"M. Furst,  Mme Bazin-Malgras, M. Kamardine, M. Straumann, M. Cattin, M. Goasguen, M. Viala",7,15,,7,1343,1472,False,830,LR
1,Adopté,Mme Motin,29,15,,1,8061,1485,True,436,LREM
1,Retiré,Mme Motin,29,15,,1,8062,1963,True,360,LREM
2,Non soutenu,Mme Louwagie,84,15,,1,12267,1243,False,495,LR
1,Retiré,Mme Motin,29,15,,1,8070,1917,True,695,LREM
1,Retiré,Mme Motin,29,15,,1,8072,2023,True,256,LREM
1,Adopté,"Mme Obono,  Mme Autain, M. Bernalicis, M. Coquerel, M. Corbière, Mme Fiat, M. Lachaud, M. Larive, M. Mélenchon, Mme Panot, M. Prud'homme, M. Quatennens, M. Ratenon, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",29,15,,17,8074,1518,False,1132,LFI
1,Non soutenu,"M. Quatennens,  Mme Autain, M. Bernalicis, M. Coquerel, M. Corbière, Mme Fiat, M. Lachaud, M. Larive, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Ratenon, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",80,15,,17,8077,4094,False,472,LFI
1,Retiré,"Mme Rabault,  M. Jean-Louis Bricout, Mme Pires Beaune, M. Pupponi, M. Faure, M. Aviragnet, Mme Bareigts, Mme Batho, Mme Battistel, Mme Biémouret, M. Bouillon, M. Carvounas, M. Alain David, Mme Laurence Dumont, M. Dussopt, M. Garot, M. David Habib, M. Hutin, M. Juanico, Mme Karamanli, M. Jérôme Lambert, M. Le Foll, M. Letchimy, Mme Manin, Mme Pau-Langevin, M. Potier, M. Pueyo, M. Saulignac, Mme Untermaier, Mme Vainqueur-Christophe, M. Vallaud",172,15,,31,8998,1143,False,837,NG
1,Adopté,le Gouvernement,65,15,gouvernement,1,8088,2829,True,2872,gouvernement
1,Non soutenu,"M. Ratenon,  Mme Autain, M. Bernalicis, M. Coquerel, M. Corbière, Mme Fiat, M. Lachaud, M. Larive, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Quatennens, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",80,15,,17,8089,2178,False,488,LFI
1,Non soutenu,"M. Quatennens,  Mme Autain, M. Bernalicis, M. Coquerel, M. Corbière, Mme Fiat, M. Lachaud, M. Larive, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Ratenon, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",80,15,,17,8090,3390,False,689,LFI
1,Adopté,"M. Matras,  Mme Hai, M. Grau, Mme Braun-Pivet, Mme Moutchou, Mme Peyron, Mme Mauborgne, M. Cazenove, Mme Gomez-Bassac, M. Zulesi, M. Daniel, M. Testé, Mme Bono-Vandorme, Mme Françoise Dumas, M. Krabal, M. Molac, Mme Gipson, Mme Brulebois, M. Leclabart, M. Martin, Mme Guerel, M. Kervran, Mme Degois, M. Morenas, Mme Lardet, Mme De Temmerman, Mme Le Feur, Mme Guévenoux, Mme Rossi, M. Paluszkiewicz, Mme Rixain, Mme Cazebonne, Mme Ali, M. Poulliat, Mme Krimi, M. Jacques, Mme Faure-Muntian, M. Fauvergue, M. Mesnier, M. Masséglia, Mme Wonner, Mme Pompili, M. Mbaye, Mme Charvier, M. Labaronne, M. Pont, M. Jerretie",58,15,,48,8092,1525,True,117,LREM
1,Adopté,le Gouvernement,39,15,gouvernement,1,8093,743,True,1973,gouvernement
1,Non soutenu,"Mme Fiat,  Mme Autain, M. Bernalicis, M. Coquerel, M. Corbière, M. Lachaud, M. Larive, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Quatennens, M. Ratenon, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",80,15,,17,8094,1394,False,546,LFI
1,Non soutenu,"Mme Bareigts,  M. Aviragnet, Mme Battistel, Mme Biémouret, M. Carvounas, Mme Vainqueur-Christophe, M. Vallaud, les membres du groupe Nouvelle Gauche",80,15,,7,8097,1135,False,510,NG
3,Non soutenu,"Mme Bareigts,  M. Aviragnet, Mme Vainqueur-Christophe, M. Vallaud, les membres du groupe Nouvelle Gauche",4,15,,4,8099,1330,False,29,NG
1,Non soutenu,"M. Ratenon,  Mme Autain, M. Bernalicis, M. Coquerel, M. Corbière, Mme Fiat, M. Lachaud, M. Larive, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Quatennens, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",80,15,,17,8103,846,False,495,LFI
1,Adopté,le Gouvernement,39,15,gouvernement,1,8111,328,True,800,gouvernement
1,Irrecevable,"M. Aubert,  Mme Valentin, M. Cinieri, Mme Bazin-Malgras, M. Minot, Mme Anthoine",2,15,,6,1352,,False,74,LR
1,Non soutenu,M. Breton,80,15,,1,8119,465,False,580,LR
1,Adopté,M. Giraud,19,15,,1,8120,908,True,342,LREM
1,Adopté,M. Giraud,19,15,,1,8124,1484,True,141,LREM
1,Irrecevable,"M. Hetzel,  M. Reiss, M. Straumann, M. Bazin, Mme Bazin-Malgras, Mme Valérie Boyer",1,15,,6,8127,,False,74,LR
1,Retiré,"M. Carrez,  M. Woerth, M. Aubert, Mme Bonnivard, M. Cornut-Gentille, Mme Dalloz, M. Forissier, M. Hetzel, Mme Lacroute, M. Le Fur, Mme Louwagie, M. Parigi, M. Jean-Pierre Vigier",19,15,,13,8128,325,False,487,LR
