duplicates,sort,signataires,concurrents,legislature,signataire_special,nb_signataires,id,expose_ln,majorite,text_ln,groupes
2,Non soutenu,"Mme Firmin Le Bodo,  M. Christophe, M. Bournazel, Mme Auconie, M. Favennec Becot, M. Ledoux, M. Naegelen, M. Vercamer, M. Zumkeller",2,15,,9,32889,774,False,646,UAI
3,Retiré,"M. Lurton,  M. Cinieri, M. Cattin, M. Door, M. Ferrara, M. Hetzel, Mme Levy, M. Perrut, M. Dive, M. Saddier, Mme Louwagie, Mme Beauvais, M. Bazin, M. Quentin",37,15,,14,32891,347,False,238,LR
1,Tombe,"Mme Rubin,  Mme Autain, M. Bernalicis, M. Coquerel, M. Corbière, Mme Fiat, M. Lachaud, M. Larive, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Quatennens, M. Ratenon, Mme Ressiguier, M. Ruffin, Mme Taurine",20,15,,17,32893,1409,False,990,LFI
1,Adopté,"Mme Colboc,  M. Anglade, M. Attal, M. Léna&iuml;ck Adam, Mme Ali, Mme Amadou, Mme Bergé, M. Bois, Mme Brugnera, Mme Calvez, Mme Cazarian, Mme Charrière, Mme Charvier, M. Claireaux, M. Cormier-Bouligeon, Mme Jacqueline Dubois, Mme Frédérique Dumas, M. Freschi, M. Galbadon, M. Gérard, Mme Gomez-Bassac, M. Henriet, Mme Hérin, M. Kerlogot, Mme Lang, M. Le Bohec, Mme Liso, Mme M&ouml;rch, Mme Muschotti, Mme Piron, Mme Racon-Bouzon, M. Raphan, Mme Rilhac, Mme Rist, Mme Rixain, M. Cédric Roussel, M. Sorre, M. Testé, Mme Thill, M. Vignal, M. Ferrand, les membres du groupe La République en Marche",20,15,,41,32894,1614,True,484,LREM
1,Retiré,M. Cherpion,4,15,,1,127,892,False,117,LR
1,Retiré,"M. Cherpion,  M. Jacob, Mme Corneloup, M. Door, M. Grelier, Mme Guion-Firmin, Mme Levy, M. Lurton, M. Perrut, M. Ramadier, Mme Ramassamy, Mme Valentin, M. Viry",2,15,,13,130,226,False,135,LR
3,Tombe,"Mme Faucillon,  Mme Buffet, M. Bruneel, M. Chassaigne, M. Dharréville, M. Dufrègne, M. Jumel, M. Lecoq, M. Peu, Mme Bello, M. Brotherson, M. Nilor, Mme Kéclard-Mondésir, M. Serville, M. Fabien Roussel, M. Wulfranc",13,15,,16,32900,1030,False,150,GDR
4,Tombe,"Mme Pau-Langevin,  M. Juanico, Mme Manin, Mme Victory, les membres du groupe Nouvelle Gauche",14,15,,4,32901,1100,False,157,NG
1,Adopté,le Gouvernement,37,15,gouvernement,1,32903,1466,True,209,gouvernement
1,Retiré,"M. Emmanuel Maquet,  M. Fasquelle, M. Leclerc, M. Hetzel, M. de Ganay, M. Viala, Mme Louwagie, M. Cordier, M. Reda, Mme Anthoine, M. Lorion, M. Bazin, M. Ramadier, M. Le Fur, M. Huyghe, M. Straumann, M. Gosselin, M. Brun, Mme Beauvais, M. Pauget, M. Masson, M. Ferrara",11,15,,22,32904,432,False,225,LR
2,Non soutenu,M. Straumann,12,15,,1,137,481,False,782,LR
1,Adopté,"M. Cazeneuve,  Mme Cariou, Mme Dupont",221,15,,3,4147,1379,True,195,LREM
1,Tombe,"M. Larive,  Mme Autain, M. Bernalicis, M. Coquerel, M. Corbière, Mme Fiat, M. Lachaud, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Quatennens, M. Ratenon, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",14,15,,17,32907,1549,False,214,LFI
1,Retiré,"M. Quatennens,  Mme Autain, M. Bernalicis, M. Coquerel, M. Corbière, Mme Fiat, M. Lachaud, M. Larive, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Ratenon, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",7,15,,17,140,764,False,226,LFI
1,Tombe,"M. Larive,  Mme Autain, M. Bernalicis, M. Coquerel, M. Corbière, Mme Fiat, M. Lachaud, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Quatennens, M. Ratenon, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",14,15,,17,32911,1535,False,198,LFI
1,Tombe,"Mme Faucillon,  Mme Buffet, M. Bruneel, M. Chassaigne, M. Dharréville, M. Dufrègne, M. Jumel, M. Lecoq, M. Peu, M. Fabien Roussel, Mme Bello, M. Brotherson, Mme Kéclard-Mondésir, M. Nilor, M. Serville, M. Wulfranc",13,15,,16,32913,1477,False,50,GDR
1,Adopté,le Gouvernement,33,15,gouvernement,1,32914,552,True,557,gouvernement
1,Non soutenu,"M. Lachaud,  Mme Autain, M. Bernalicis, M. Coquerel, M. Corbière, Mme Fiat, M. Larive, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Ratenon, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",1,15,,16,147,266,False,29,LFI
1,Adopté,"M. Pupponi,  Mme Bareigts, Mme Biémouret, M. Carvounas, Mme Karamanli, Mme Untermaier, M. Letchimy, M. Aviragnet, Mme Battistel, M. Bouillon, M. Jean-Louis Bricout, M. Alain David, Mme Laurence Dumont, M. Faure, M. Garot, M. David Habib, M. Hutin, M. Juanico, M. Jérôme Lambert, M. Le Foll, Mme Manin, Mme Pau-Langevin, Mme Pires Beaune, M. Potier, M. Pueyo, Mme Rabault, M. Saulignac, Mme Vainqueur-Christophe, M. Vallaud, Mme Victory",3,15,,30,32918,901,False,551,NG
2,Retiré avant séance,"M. Quatennens,  Mme Fiat, Mme Taurine, Mme Autain, M. Ruffin, Mme Rubin, M. Bernalicis, M. Coquerel, Mme Ressiguier, M. Ratenon, M. Prud'homme, Mme Obono, Mme Panot, M. Corbière, M. Lachaud, M. Mélenchon, M. Larive",2,15,,17,152,266,False,33,LFI
1,Adopté,"Mme Colboc,  M. Attal, M. Léna&iuml;ck Adam, Mme Ali, Mme Amadou, Mme Bergé, M. Bois, Mme Brugnera, Mme Calvez, Mme Cazarian, Mme Charrière, Mme Charvier, M. Claireaux, M. Cormier-Bouligeon, Mme Jacqueline Dubois, Mme Frédérique Dumas, M. Freschi, M. Galbadon, M. Gérard, Mme Gomez-Bassac, M. Henriet, Mme Hérin, M. Kerlogot, Mme Lang, M. Le Bohec, Mme Liso, Mme M&ouml;rch, Mme Muschotti, Mme Piron, Mme Racon-Bouzon, M. Raphan, Mme Rilhac, Mme Rist, Mme Rixain, M. Cédric Roussel, M. Sorre, M. Testé, Mme Thill, M. Vignal, M. Anglade, M. Ferrand, les membres du groupe La République en Marche",20,15,,41,32926,484,True,247,LREM
1,Adopté,Mme Fabre,100,15,,1,32928,32,True,169,LREM
1,Retiré,"M. Cherpion,  M. Jacob, Mme Corneloup, M. Door, M. Grelier, Mme Guion-Firmin, Mme Levy, M. Lurton, M. Perrut, M. Ramadier, Mme Ramassamy, Mme Valentin, M. Viry",4,15,,13,162,1154,False,100,LR
2,Rectifié,"M. Le Fur,  M. Abad, Mme Bassire, Mme Bonnivard, M. Bouchet, Mme Valérie Boyer, M. Cattin, M. Cinieri, M. Pierre-Henri Dumont, M. Fasquelle, M. Hetzel, M. Huyghe, Mme Louwagie, M. Lurton, M. Marlin, M. Masson, M. Menuel, M. Parigi, M. Quentin, M. Reda, M. Straumann, M. Taugourdeau, M. Viala, M. Vialay, M. Jean-Pierre Vigier",16,15,,25,32932,3511,False,476,LR
3,Retiré,"M. Lurton,  M. Cinieri, M. Cattin, M. Door, M. Ferrara, M. Hetzel, Mme Levy, M. Perrut, M. Dive, M. Saddier, Mme Louwagie, Mme Beauvais, M. Bazin, M. Quentin",37,15,,14,32933,231,False,292,LR
1,Non soutenu,M. Lejeune,14,15,,1,32935,335,True,66,LREM
1,Retiré,"M. Perea,  M. Batut, M. Cazenove, M. Chalumeau, Mme Degois, M. Fiévet, M. Labaronne, M. Marilossian, Mme Melchior, Mme Rossi, M. Cédric Roussel, Mme Piron, Mme Riotton, Mme Mireille Robert, Mme Sarles, Mme De Temmerman, Mme Trisse",16,15,,17,32940,2614,True,1406,LREM
1,Non soutenu,M. Lejeune,13,15,,1,32943,335,True,89,LREM
1,Adopté,Mme Fabre,100,15,,1,32946,322,True,189,LREM
3,Adopté,"M. Causse,  M. Le Gac, Mme Mauborgne, Mme Marsaud, Mme Mireille Robert, M. Zulesi, M. Perea, M. Boudié, M. Haury",37,15,,10,32947,535,True,225,LREM
2,Adopté,"Mme Rabault, Mme Pires Beaune",12,15,,2,180,1204,False,542,NG
1,Retiré,M. Taché,1,15,,1,181,4676,True,676,LREM
1,Tombe,M. Pahun,9,15,,1,32950,412,True,178,MODEM
1,Tombe,"M. Corbière,  Mme Autain, M. Bernalicis, M. Coquerel, Mme Fiat, M. Lachaud, M. Larive, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Quatennens, M. Ratenon, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",7,15,,17,32951,557,False,226,LFI
1,Adopté,le Gouvernement,25,15,gouvernement,1,32952,710,True,378,gouvernement
1,Irrecevable,"M. Quatennens,  Mme Autain, M. Bernalicis, M. Coquerel, M. Corbière, Mme Fiat, M. Lachaud, M. Larive, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Ratenon, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",7,15,,17,185,,False,74,LFI
3,Non soutenu,M. Hetzel,12,15,,1,187,223,False,29,LR
1,Retiré,le Gouvernement,37,15,gouvernement,1,32956,1466,True,133,gouvernement
1,Tombe,"M. Corbière,  Mme Autain, M. Bernalicis, M. Coquerel, Mme Fiat, M. Lachaud, M. Larive, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Quatennens, M. Ratenon, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",20,15,,17,32958,426,False,202,LFI
1,Non soutenu,"M. Cherpion,  M. Jacob, Mme Corneloup, M. Door, M. Grelier, Mme Guion-Firmin, Mme Levy, M. Lurton, M. Perrut, M. Ramadier, Mme Ramassamy, Mme Valentin, M. Viry",12,15,,13,191,1584,False,142,LR
1,Irrecevable,"M. Hetzel,  M. Marleix, M. Straumann, M. Quentin, M. Dive, M. Menuel, Mme Bazin-Malgras, M. Furst, M. Gosselin, M. Bazin, M. Rémi Delatte, M. Reiss, M. Pierre-Henri Dumont, M. Goasguen",2,15,,14,193,,False,74,LR
1,Adopté,le Gouvernement,100,15,gouvernement,1,32962,671,True,284,gouvernement
1,Non soutenu,Mme Brenier,7,15,,1,198,233,False,173,LC
4,Tombe,M. Pupponi,24,15,,1,32968,178,False,327,NG
3,Retiré,"M. Lurton,  M. Cinieri, M. Cattin, M. Door, M. Ferrara, M. Hetzel, M. Saddier, Mme Louwagie, Mme Beauvais, M. Bazin",8,15,,10,32969,667,False,163,LR
1,Retiré,M. Lurton,7,15,,1,203,396,False,212,LR
1,Tombe,"M. Larive,  Mme Autain, M. Bernalicis, M. Coquerel, M. Corbière, Mme Fiat, M. Lachaud, M. Mélenchon, Mme Obono, Mme Panot, M. Prud'homme, M. Quatennens, M. Ratenon, Mme Ressiguier, Mme Rubin, M. Ruffin, Mme Taurine",14,15,,17,32972,1065,False,334,LFI
1,Adopté,M. Giraud,12,15,,1,206,32,True,199,LREM
1,Retiré,Mme Kuster,19,15,,1,32975,581,False,275,LR
1,Retiré,"Mme Pau-Langevin,  M. Juanico, Mme Manin, Mme Victory, les membres du groupe Nouvelle Gauche",19,15,,4,32976,1068,False,458,NG
1,Tombe,"Mme Pau-Langevin,  M. Juanico, Mme Manin, Mme Victory, M. Saulignac, les membres du groupe Nouvelle Gauche",13,15,,5,32977,863,False,138,NG
1,Tombe,M. Acquaviva,14,15,,1,32978,376,False,113,NI
1,Adopté,M. Giraud,12,15,,1,211,32,True,139,LREM
1,Adopté,le Gouvernement,138,15,gouvernement,1,32981,1186,True,2164,gouvernement
1,Retiré,"Mme Mette,  Mme Bannier, M. Berta, Mme Essayan, M. Garcia, Mme Maud Petit",19,15,,6,32982,2085,True,687,MODEM
1,Retiré,Mme Tanguy,8,15,,1,32983,1388,True,151,LREM
1,Retiré,"M. Perea, M. Leclabart",8,15,,2,32984,1091,True,801,LREM
1,Non soutenu,M. Simian,16,15,,1,32987,1371,True,249,LREM
1,Tombe,"Mme Pau-Langevin,  M. Juanico, Mme Manin, Mme Victory, M. Saulignac, les membres du groupe Nouvelle Gauche",14,15,,5,32988,863,False,138,NG
1,Retiré,"M. Vercamer,  M. Benoit, Mme Auconie, M. Bournazel, M. Guy Bricout, M. Christophe, M. Charles de Courson, Mme de La Raudière, M. Demilly, Mme Descamps, M. Dunoyer, M. Favennec Becot, Mme Firmin Le Bodo, M. Gomès, M. Meyer Habib, M. Herth, M. Lagarde, M. Ledoux, M. Leroy, Mme Magnier, M. Morel-À-L'Huissier, M. Naegelen, M. Pancher, M. Riester, Mme Sanquer, M. Philippe Vigier, M. Villiers, M. Zumkeller",16,15,,32,32990,679,False,264,UAI
2,Retiré,M. Pahun,37,15,,1,32991,397,True,235,MODEM
1,Adopté,le Gouvernement,9,15,gouvernement,1,32993,1001,True,204,gouvernement
